ESCOLA,SÉRIE,DATADEINÍCIO,IDADE,SEXO,RELIGIÃO,RAÇA,CORDEPELE,BEMCONSIGOMESMO,ACREDITOEMSORTEMAISDOQUETRABALHO,ALGOMEIMPEDEDECONQUISTARASCOISAS,PLANOSSEMPREDÃOERRADO,INÚTIL,ACREDITONOSMEUSPLANOS,INCLUSÃODEPORTADORESDEDEFICIÊNCIAEMSALASCOMUNS,FILHALÉSBICA,TANTOFAZBRANCOSOUNEGROS,IMPORTANTEESCOLASESPECIAISPARAPORTADORESDEDEFICIÊNCIA,GAYSREVEJAMSUAOPÇÃO,BRANCOSMAISDISCIPLINADOS,ALGUNSGRUPOSTEMMAISVALOR,USARFORÇACONTRAOUTROS,TANTOFAZAMIGOSBRANCOSENEGROS,NORMALUMGRUPOTERMAISOPORTUNIDADE,GRUPOSSUPERIORESDEVEMCONDUZIR,PAISENCORAJADORES,PAISAPOIAMATIVIDADESEXTERNAS,PAISQUEOUVEM,PAISORGULHOSOS,PAISQUEAJUDAMATOMARDECISÕES,SATISFEITOCOMSITUAÇÃOFINANCEIRA,FREQUENCIASEMCOMIDA,FREQUENCIADESENTIREMINSEGUROS,FREQUENCIASEMREMEDIO,FREQUENCIASEMDINHEIRO,CRIMENAESCOLA,BULLYINGNAESCOLA,AMEAÇASNAESCOLA,ALUNOSGOSTAMDEDIMINUIROSOUTROS,ALUNOSSEAJUDAMAAPRENDER,ALUNOSNÃOSEDÃOBEM,ALUNOSSETRATAMCOMRESPEITO,MEDODESOFRERBULLYINGNAESCOLA,MEDODESOFRERBULLYINGNAINTERNET,SEMPREESTUDO,FAÇOBEMMINHALIÇÃO,PREFIROESTUDARASAIRCOMAMIGOS,GRUPOSINFERIORESPERMANCEMNOSEULUGAR,GRUPOSDEVEMTERMESMAOPORTUNIDADE,AUMENTARIGUALDADESOCIAL,SALÁRIOSMAISIGUAIS,BRIGAENTREALUNOS,DESORDEMNASSALAS,DESRESPEITOCOMPROFESSOR,AMEAÇAAPROFESSORES,ROUBOSNAESCOLA,ALUNOSCOMBEBIDA,ALUNOSCOMDROGAS,ALUNOSFAZEMBULLYING,RESPEITOAOSPROFESSORES,SEGURANÇACOMPROFESSORES,PROFESSORESRESPEITOSOS,GAYSSEMVALORES,DEFICIÊNCIASEPARADA,NEGROSCOMOBRANCOS,CHEFEGAY,GAYSTRANSIMITEMIDEIASDIFERENTES,NEGROSMENOSTRABALHADORES,ROUBONOBAIRRO,BEBIDANOBAIRRO,INTERFERENCIAMILITARNOBAIRRO,COMPORTAMENTORACISTANOBAIRRO,VENDADEDROGASNOBAIRRO,AUTORIDADEÉVIRTUDE,HOMENSSÃOFRACOSOUFORTES,FALEMENOSETRABALHEMAIS,CASTIGARINSULTOS,SEMPREHAVERÁGUERRAS,DISCIPLINAFIRME,PENADEMORTE,PAI,PADRASTO,PAIADOTIVO,MÃE,MADRASTA,MÃEADOTIVA,IRMÃO,IRMÃ,AVÓ,MEUCONJUGE,MEUFILHO,OUTROSPARENTES,PESSOASQUENÃOSÃOPARENTES,HORASNAINTERNETPARAESTUDAR,HORASNAINTERNETPARACOMUNICAÇÃO,HORASNAINTERNETPARAJOGAR,HORASNATELEVISÃO
5,EM 3,11/03/2015,14,Masculino,Católica,Moreno,6,3,1,3,1,2,4,3,3,4,3,2,1,1,1,4,1,3,3,3,2,2,3,7,1,1,1,1,3,3,3,3,2,2,1,1,1,2,1,2,1,4,4,4,2,1,4,2,2,2,2,3,3,3,3,1,1,1,3,1,1,3,2,2,2,2,4,1,1,4,1,4,4,1,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,2,7,2,7
5,EM 2,11/09/2015,13,Masculino,Evangélica,Branco,6,4,1,2,2,1,3,3,2,4,4,1,2,3,3,4,2,1,4,3,3,2,2,10,1,1,2,2,2,2,4,1,2,3,2,1,1,2,2,2,1,4,4,4,3,1,1,1,1,2,3,1,3,3,3,1,2,1,3,3,1,1,3,2,1,1,3,1,4,2,1,4,4,NA,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,2,7,6,5
5,EM 2,11/09/2015,14,Feminino,Evangélica,Moreno,7,4,3,2,3,2,3,3,3,4,2,3,1,2,3,4,2,2,4,3,4,4,3,7,1,1,2,2,4,4,3,3,4,3,2,1,2,4,3,3,3,2,4,4,2,3,3,1,2,1,1,2,4,3,4,3,2,4,4,3,1,1,2,1,2,1,4,1,3,2,2,3,1,1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,4,4,4,5
5,EM 2,11/09/2015,13,Feminino,Evangélica,Branco,3,4,3,2,2,1,3,3,1,4,2,2,1,1,1,4,3,2,4,4,4,4,4,10,1,1,1,1,3,3,2,3,2,2,2,2,1,2,3,2,2,3,3,3,3,2,3,1,1,2,3,3,3,3,2,3,2,2,3,3,2,1,2,2,1,2,3,1,2,3,3,3,2,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,4,5
5,EF 6,11/04/2015,15,Feminino,Espı́rita,Branco,6,4,1,2,1,1,3,4,3,4,3,1,1,3,1,4,1,1,4,4,4,4,4,9,1,1,1,1,3,3,4,3,2,1,2,1,1,2,3,2,1,4,4,3,4,2,3,2,2,3,3,2,3,2,3,1,1,1,4,1,1,2,2,2,1,2,4,1,3,3,2,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,6
5,EF 7,11/05/2015,15,Feminino,Evangélica,Branco,4,3,1,2,2,2,3,4,1,4,3,4,1,1,1,4,4,1,4,2,1,2,3,5,1,1,1,1,3,3,3,2,2,2,2,2,1,3,3,3,1,4,4,4,3,3,2,2,2,2,3,3,4,3,3,1,1,4,4,3,1,1,2,2,2,3,4,1,4,4,3,4,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,7
5,EF 6,11/04/2015,14,Feminino,Católica,Branco,3,3,1,1,2,2,3,4,4,4,4,3,1,2,1,4,2,2,3,2,3,4,4,5,2,1,1,2,4,3,2,2,2,2,2,2,2,3,4,4,2,4,4,4,3,3,2,1,2,1,2,3,4,4,4,2,2,2,4,2,1,1,1,1,1,1,4,1,3,3,3,4,3,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,7,6,4,2
5,EF 6,11/04/2015,15,Feminino,Católica,Branco,7,3,1,2,1,2,3,2,4,4,3,1,1,2,3,4,3,2,4,2,1,2,1,7,1,2,1,1,2,4,3,3,2,4,1,2,1,2,3,1,3,4,4,4,3,4,4,2,4,3,4,3,2,2,1,1,2,4,4,1,1,1,2,1,1,1,4,2,3,1,4,2,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,7,4,7
5,EM 1,11/05/2015,12,Feminino,Católica,Moreno,9,3,1,2,2,1,3,4,4,4,3,2,1,1,2,4,1,1,4,4,4,4,4,5,1,2,1,2,3,2,4,2,1,3,2,1,2,2,4,2,1,4,4,3,3,3,3,1,4,1,4,3,3,2,2,2,2,1,4,3,1,1,3,2,2,2,4,1,3,2,3,4,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,4,4,4,5
5,EM 1,11/04/2015,12,Feminino,Outra Religião,Moreno,7,3,1,4,4,1,1,1,4,4,4,1,4,3,1,4,1,4,4,4,3,3,4,10,1,1,1,1,4,4,4,4,1,1,2,4,1,2,4,4,3,4,4,4,3,4,3,3,4,1,4,4,3,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,4,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,1,1,4
5,EM 2,11/09/2015,13,Feminino,Católica,Branco,6,3,2,3,3,3,2,4,4,4,4,1,1,1,1,4,2,1,4,2,2,2,2,10,1,2,1,1,3,2,3,2,2,2,2,4,4,3,3,2,1,4,3,3,2,4,2,1,2,2,2,3,3,2,2,1,1,2,3,1,1,1,4,2,2,2,4,1,3,2,2,2,2,1,NA,NA,1,NA,NA,3,1,1,NA,NA,NA,NA,4,7,6,7
5,EM 1,11/05/2015,11,Masculino,Outra Religião,Branco,6,4,1,3,2,3,3,4,1,4,4,4,1,3,2,4,3,3,4,4,4,4,4,9,1,2,1,1,4,1,3,3,4,4,2,1,1,2,4,1,2,4,4,3,3,4,3,2,3,4,4,4,3,2,2,3,1,1,3,4,1,3,4,4,1,2,4,1,3,1,1,4,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,7
5,EF 8,11/05/2015,17,Feminino,Católica,Moreno,11,4,1,3,1,1,1,2,3,4,4,3,3,1,2,4,1,4,4,3,3,4,4,7,1,4,1,1,3,3,3,3,3,1,2,3,3,2,4,3,1,4,4,4,2,2,2,2,2,2,3,3,4,3,4,1,4,1,1,4,1,2,3,2,2,1,4,1,4,4,3,4,4,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,7,5,5
5,EM 3,11/06/2015,14,Masculino,Não Possui Religião,Moreno,9,4,2,2,1,2,3,4,4,4,2,3,2,1,2,4,4,4,4,4,4,4,4,10,1,1,1,1,2,2,2,2,2,3,3,1,1,2,2,2,1,2,2,3,2,3,2,1,1,1,1,2,3,3,4,2,1,2,4,1,1,1,2,1,1,1,3,1,4,1,3,2,4,1,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,2,5,5,6
5,EF 7,11/05/2015,15,Feminino,Evangélica,Moreno,7,3,1,2,1,2,3,2,1,4,4,3,2,2,3,4,2,3,4,4,3,3,4,9,1,1,1,1,4,4,4,4,2,3,2,2,1,3,3,2,2,4,3,4,4,4,3,2,3,2,3,4,3,3,3,2,3,2,3,2,1,2,4,2,1,3,3,2,3,3,3,4,2,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,4,7,5,7
5,EM 2,11/09/2015,12,Masculino,Católica,Branco,7,3,2,3,1,3,3,2,2,4,2,3,3,3,2,3,2,2,3,3,3,3,2,5,1,1,1,1,3,4,2,2,3,2,2,1,1,2,3,2,2,3,3,3,3,3,1,1,1,1,1,4,4,4,4,3,2,2,2,3,2,1,3,1,3,1,4,2,3,3,2,3,3,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,5,7,6,6
5,EM 2,11/09/2015,12,Masculino,Católica,Moreno,7,3,1,2,3,3,3,4,4,4,3,2,1,1,1,4,3,2,3,3,2,3,3,9,1,1,1,2,3,4,4,2,3,2,2,2,1,2,2,2,3,4,4,4,3,3,1,1,1,2,3,3,3,3,3,2,3,2,4,2,1,1,3,1,2,2,4,2,2,2,3,4,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,7
5,EF 7,11/05/2015,16,Feminino,Católica,Branco,2,4,1,3,1,2,4,3,1,4,4,2,1,1,1,4,1,1,4,3,4,3,3,7,1,1,2,2,3,4,3,4,1,2,1,3,1,2,4,2,2,4,4,4,3,2,3,2,4,4,4,3,1,2,2,1,2,1,4,3,1,2,2,2,1,3,4,1,2,2,1,4,4,1,0,0,1,0,0,0,3,1,0,0,0,0,5,6,2,7
5,EF 6,11/04/2015,16,Feminino,Católica,Moreno,7,3,1,3,3,4,4,4,3,4,3,2,3,4,3,4,1,4,4,4,4,4,4,10,1,1,1,1,4,3,3,3,3,2,2,1,1,3,3,3,1,4,4,4,3,3,3,1,2,1,3,2,4,4,4,3,2,4,4,3,3,2,4,1,1,1,4,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,7,6,5
5,EF 8,11/06/2015,16,Feminino,Católica,Branco,3,3,1,1,1,1,2,4,4,4,3,1,1,1,1,4,3,1,3,3,3,3,3,9,1,1,1,1,2,2,2,2,2,2,3,1,1,3,3,2,1,2,3,2,1,1,1,1,1,1,1,1,3,3,3,1,2,1,4,1,1,1,1,1,1,1,4,1,3,1,1,3,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,7,2,6
5,EF 7,11/05/2015,15,Feminino,Não Possui Religião,Moreno,4,4,4,3,3,2,3,2,2,4,3,3,3,3,3,4,3,4,4,3,3,3,3,8,1,1,1,1,3,2,2,2,3,2,2,1,1,1,1,1,2,3,3,3,2,2,2,2,1,1,3,2,3,3,3,2,3,2,3,3,2,1,1,1,1,1,3,2,3,2,3,3,4,1,0,0,0,0,0,1,0,1,0,0,0,0,4,7,7,2
5,EF 6,11/04/2015,14,Feminino,Evangélica,Moreno,7,4,1,1,1,1,4,3,1,4,3,4,2,2,1,4,1,1,4,4,3,4,4,7,1,1,1,1,4,4,2,3,1,3,2,1,1,2,3,3,2,4,4,4,3,4,3,1,2,3,4,3,3,2,3,3,2,3,3,4,1,2,3,2,2,3,4,3,3,1,4,4,3,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,4,5,5,4
5,EF 7,11/05/2015,15,Masculino,Evangélica,Branco,3,2,1,3,3,2,3,2,2,4,4,1,2,2,2,4,1,1,4,2,3,3,3,6,1,1,1,2,3,3,3,3,2,3,1,2,1,2,2,2,2,4,4,2,2,4,2,2,4,3,3,3,3,2,3,2,3,2,3,2,1,2,2,4,2,2,3,2,2,2,4,4,4,0,1,0,1,0,0,0,2,0,0,0,0,0,2,7,6,6
5,EF 7,11/09/2015,17,Masculino,Não Possui Religião,Branco,5,4,3,2,1,2,3,4,3,4,3,2,1,3,3,4,3,3,2,4,3,4,3,10,1,1,1,1,2,2,2,2,3,3,4,1,1,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,3,3,3,2,2,2,4,3,2,2,2,1,1,1,4,2,4,2,3,3,3,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,5,2,2,7
5,EM 3,11/06/2015,14,Feminino,Católica,Moreno,10,2,1,3,2,3,3,4,3,4,4,3,1,2,2,4,2,3,4,4,4,3,3,7,1,1,1,1,3,3,3,2,3,2,3,1,1,3,3,2,2,4,4,3,2,2,2,1,1,1,1,2,3,3,3,2,1,1,3,2,1,1,2,2,1,1,3,1,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,6,5,2
5,EF 6,11/05/2015,14,Feminino,Evangélica,Branco,1,3,3,4,4,4,4,4,3,4,2,4,4,2,2,4,4,4,4,4,4,4,4,7,1,1,1,3,4,4,4,4,3,4,2,2,2,4,4,4,2,3,4,4,4,4,4,4,4,3,4,4,3,3,3,1,1,4,4,4,1,2,4,2,3,4,4,1,4,3,4,4,4,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,5,7,2,1
5,EF 6,11/05/2015,15,Feminino,Evangélica,Moreno,7,3,2,3,3,2,4,3,1,4,3,2,1,4,3,4,3,4,4,3,2,2,2,5,2,1,2,3,3,4,4,3,2,3,2,2,1,2,3,2,3,4,3,4,3,3,2,1,1,1,2,3,2,3,3,3,3,2,3,3,2,2,2,2,2,2,3,2,3,2,2,3,3,NA,NA,NA,1,NA,NA,3,NA,2,NA,NA,NA,2,2,7,2,6
5,EM 3,11/03/2015,14,Masculino,Católica,Moreno,7,4,1,1,1,2,2,2,1,4,3,2,3,3,4,4,3,3,4,3,4,4,3,3,1,1,2,1,3,2,3,3,3,4,2,1,1,2,3,3,3,4,3,4,2,3,2,3,1,2,1,2,4,3,2,1,3,2,1,2,3,1,1,2,2,1,2,1,1,3,4,4,3,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,6,6,6,6
5,EF 6,11/04/2015,15,Masculino,Católica,Moreno,8,4,1,3,2,1,3,3,3,4,2,3,2,1,2,4,2,2,2,4,4,4,3,2,2,4,1,2,3,3,4,3,3,3,2,3,1,3,3,3,3,4,3,4,4,3,4,3,1,3,4,4,3,2,4,3,1,3,3,2,3,2,4,1,1,1,4,2,3,2,3,3,3,1,NA,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,4,2,2,7
5,EF 6,11/04/2015,15,Masculino,Não Possui Religião,Moreno,7,3,3,2,1,3,4,4,3,3,4,1,1,2,1,4,3,2,3,2,1,2,4,7,1,2,2,1,3,2,2,2,3,2,2,1,1,2,3,4,1,4,4,4,3,4,3,1,2,1,4,1,2,1,2,4,1,3,1,3,1,2,3,1,1,3,3,1,1,2,3,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,2,4,5,6
5,EM 2,11/09/2015,13,Masculino,Católica,Moreno,6,4,2,2,2,2,3,3,3,4,3,2,2,2,2,4,3,2,4,3,3,3,3,8,1,1,1,1,3,3,3,3,3,3,3,2,1,3,3,2,2,3,3,3,3,3,3,1,2,1,1,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,3,2,0,0,0,0,0,0,0,0,2,0,0,3,0,4,6,6,6
5,EF 9,11/09/2015,17,Masculino,Católica,Branco,8,4,2,1,1,1,3,3,2,4,3,3,2,2,2,4,2,3,4,4,4,4,4,9,1,2,1,1,3,1,1,3,2,3,2,1,1,2,2,3,2,3,3,3,2,3,2,1,2,2,2,1,3,2,2,3,3,3,2,3,2,2,2,2,2,3,3,2,3,2,3,3,3,1,0,0,1,0,0,1,2,4,1,0,0,0,2,2,2,2
5,EF 9,11/09/2015,17,Feminino,Evangélica,Outro,8,4,1,1,2,1,3,3,2,4,3,4,1,2,1,4,2,1,4,4,4,4,3,8,1,1,1,2,4,4,3,3,1,3,2,4,1,3,4,4,2,4,3,2,3,2,3,2,2,3,4,4,4,4,4,4,2,1,3,4,1,1,1,1,2,1,3,1,3,1,4,4,1,1,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,4,2,2,1
5,EF 7,11/05/2015,15,Feminino,Evangélica,Moreno,7,4,3,2,1,3,3,2,2,4,3,2,3,2,4,3,3,3,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,3,1,2,1,2,2,1,3,2,3,1,2,2,3,4,3,2,3,1,2,2,1,1,2,2,3,4,1,1,1,1,1,1,2,1,2,3,2,3,1,0,0,1,0,0,3,1,0,0,0,0,0,5,2,2,5
5,EM 3,11/05/2015,15,Masculino,Católica,Branco,15,4,3,2,3,2,1,2,3,1,3,2,3,4,4,3,3,2,1,3,2,3,4,2,2,4,2,3,4,2,1,3,1,3,4,2,1,3,1,3,1,3,2,2,2,2,3,3,2,4,2,4,4,4,1,2,3,2,2,3,2,3,2,1,3,2,2,3,2,4,3,2,3,1,NA,NA,1,1,NA,1,3,2,NA,NA,2,1,7,6,4,5
5,EF 7,11/05/2015,17,Masculino,Evangélica,Branco,7,4,1,2,1,1,3,4,2,4,3,1,3,3,2,4,4,3,4,3,3,3,3,10,1,1,1,2,4,4,3,3,3,3,3,3,4,3,3,3,3,2,2,3,2,2,2,2,1,1,2,2,3,4,4,3,4,4,4,3,2,1,1,1,1,1,3,2,3,3,3,2,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,6,2,5
5,EM 1,11/05/2015,15,Masculino,Católica,Branco,7,3,2,2,3,2,4,3,1,4,4,4,1,1,3,3,4,4,4,4,4,3,3,10,4,2,2,3,3,3,4,4,1,4,4,3,3,1,2,2,2,3,3,2,3,4,3,1,2,1,3,3,3,2,3,2,3,2,1,2,3,1,1,2,1,1,3,2,3,2,2,3,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,7,7,7,6
5,EF 9,11/09/2015,18,Masculino,Não Possui Religião,Outro,9,4,1,1,1,1,4,4,4,4,3,1,1,1,1,4,2,4,1,3,4,3,1,2,1,1,1,3,3,3,4,2,1,3,2,1,1,4,4,4,2,4,4,3,1,3,3,1,2,4,3,1,4,3,4,2,2,1,4,1,1,4,4,4,1,4,4,1,1,1,3,1,2,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,NA,6,5,7,2
5,EM 2,11/09/2015,13,Masculino,Católica,Moreno,10,3,3,2,2,2,3,3,2,4,3,2,2,2,2,3,3,2,4,4,3,4,4,10,1,1,2,2,3,3,3,3,3,3,2,2,1,3,3,4,2,4,3,4,2,4,3,2,3,1,2,2,3,2,2,2,3,3,4,2,2,2,3,3,3,1,3,1,3,3,2,4,3,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,2,2,5,6
5,EF 6,11/04/2015,14,Masculino,Católica,Moreno,9,4,1,2,1,1,1,3,4,4,4,4,1,1,4,4,4,2,4,4,4,4,4,5,1,1,1,1,4,4,4,4,1,2,1,1,1,1,1,1,4,4,4,4,3,4,1,1,2,1,2,3,4,3,4,4,1,1,1,1,1,2,3,1,1,1,4,1,4,1,4,4,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,7
5,EF 6,11/04/2015,15,Masculino,Evangélica,Moreno,7,4,3,3,2,2,3,4,3,4,3,4,4,3,2,4,4,2,3,4,3,4,4,10,1,1,1,1,3,4,2,2,3,2,3,1,1,4,4,3,2,4,4,3,2,2,3,2,3,3,3,3,3,3,4,3,1,2,3,3,2,2,3,3,3,3,1,1,1,2,2,4,1,1,NA,NA,1,NA,NA,2,1,3,NA,NA,NA,NA,5,2,5,2
5,EF 7,11/05/2015,15,Masculino,Evangélica,Moreno,7,4,1,2,1,1,4,4,4,4,4,3,2,2,1,3,1,1,4,3,4,3,4,8,1,1,2,1,3,4,4,3,4,1,3,3,3,3,3,4,1,4,4,4,2,3,3,1,2,1,4,3,4,4,4,1,1,1,4,1,1,1,2,1,1,1,3,1,3,1,1,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,7,2,6
5,EF 8,11/09/2015,16,Masculino,Evangélica,Branco,4,3,2,3,2,2,3,4,3,4,1,1,1,1,1,4,4,4,3,3,3,3,3,8,1,1,1,1,3,3,2,2,2,2,2,1,1,2,3,2,1,4,4,4,3,3,2,2,4,1,3,3,4,3,3,3,2,1,4,2,2,1,3,2,1,3,4,1,2,2,3,3,4,0,1,0,1,0,0,2,0,0,0,0,0,0,5,5,7,6
5,EF 8,11/09/2015,17,Masculino,Evangélica,Branco,3,4,1,3,1,1,4,4,2,4,4,2,2,4,3,4,4,4,4,4,4,4,4,9,1,1,2,1,4,4,4,4,4,4,2,2,1,3,3,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,2,4,2,4,3,4,4,4,4,4,2,4,4,2,4,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,7
5,EF 6,11/04/2015,15,Feminino,Evangélica,Amarelo,6,3,3,2,2,2,3,3,2,4,4,4,2,2,2,4,2,3,3,3,3,3,3,9,1,2,1,2,4,3,2,3,3,3,2,1,1,3,3,3,3,4,4,4,3,3,2,1,2,1,3,3,4,3,4,2,3,2,3,3,3,2,3,2,2,1,4,2,3,3,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,2,7
5,EM 3,11/03/2015,13,Masculino,Católica,Moreno,8,4,1,1,2,1,3,3,4,4,4,1,1,3,2,4,2,2,4,4,4,4,3,8,1,1,1,1,2,2,2,2,2,2,2,1,1,2,3,3,2,3,4,4,3,3,4,1,2,1,3,4,2,2,3,2,2,2,3,2,2,2,3,2,2,4,3,2,3,2,3,4,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,6
5,EF 6,11/04/2015,15,Masculino,Evangélica,Moreno,11,3,1,2,2,1,3,1,4,4,3,2,2,3,2,4,4,3,4,4,3,3,3,10,1,1,1,1,3,3,3,2,3,3,3,1,1,2,3,2,3,3,3,3,3,3,3,1,1,1,2,2,3,2,2,3,3,4,4,2,2,1,2,2,2,2,3,2,3,3,2,3,2,1,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,2,7,7,6
5,EM 2,11/09/2015,13,Feminino,Evangélica,Moreno,9,4,3,3,4,1,4,4,2,4,3,4,3,1,2,4,3,3,4,3,2,1,4,6,1,1,1,3,1,1,1,1,4,2,4,4,4,4,3,4,3,4,2,4,4,3,4,1,1,1,1,4,4,4,4,4,2,4,4,2,4,1,4,4,3,4,2,2,4,1,4,4,4,1,0,0,1,0,0,3,1,NA,NA,NA,4,0,2,1,4,7
5,EF 7,11/05/2015,15,Masculino,Católica,Moreno,9,3,4,3,4,3,3,1,3,3,3,1,3,2,3,3,3,3,4,4,3,4,4,1,1,2,3,4,3,4,4,3,4,3,2,2,1,2,3,3,3,3,3,3,3,3,4,2,4,1,4,4,3,3,2,2,2,2,3,3,3,2,4,4,3,4,3,2,2,2,3,2,3,1,0,0,1,0,0,2,1,0,0,0,0,1,4,7,6,5
5,EF 9,11/09/2015,17,Feminino,Católica,Moreno,11,4,1,3,2,1,3,3,2,4,2,2,2,2,2,4,3,2,4,4,3,3,3,7,1,1,1,2,3,3,3,2,3,3,3,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,2,2,3,3,2,3,2,2,3,2,NA,1,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,4,6,5,5
5,EM 2,11/09/2015,12,Feminino,Evangélica,Moreno,10,3,1,2,2,2,4,4,1,4,3,3,2,2,2,4,2,3,4,3,4,4,3,5,2,2,1,2,3,4,3,3,2,3,2,1,1,3,3,3,2,4,4,4,1,4,4,2,2,1,1,3,4,3,4,4,2,1,2,4,2,2,2,2,2,1,4,2,3,2,3,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,4,5,2,2
5,EM 2,11/09/2015,13,Masculino,Católica,Moreno,9,3,2,3,3,3,3,4,3,4,2,1,1,2,3,4,1,2,3,3,2,3,3,3,2,1,3,3,4,4,2,3,2,4,2,1,1,2,3,3,2,4,4,4,3,3,3,2,2,2,2,3,4,2,3,3,1,1,3,2,1,1,2,2,1,1,4,2,4,1,3,4,2,1,0,0,1,0,0,1,1,1,0,0,0,1,2,4,6,6
5,EM 2,11/09/2015,13,Masculino,Católica,Moreno,8,3,1,1,1,2,2,4,3,4,4,4,1,2,3,4,4,4,1,4,4,4,4,10,1,1,1,3,4,4,4,4,3,2,2,1,1,4,4,4,3,4,4,4,1,1,1,1,3,1,1,3,4,3,4,1,4,1,1,2,1,1,1,3,1,1,4,1,1,3,1,4,2,1,0,0,1,0,0,1,NA,2,0,0,0,0,4,2,4,2
5,EF 6,11/04/2015,14,Masculino,Evangélica,Branco,7,3,4,3,1,1,3,3,1,4,3,3,1,2,1,3,1,1,4,3,4,3,3,7,1,1,1,1,2,3,3,2,2,2,2,1,1,2,3,1,1,2,3,3,2,4,4,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,NA,NA,1,NA,NA,1,2,3,NA,NA,NA,NA,2,4,5,6
5,EM 3,11/03/2015,13,Masculino,Evangélica,Branco,2,2,1,4,4,4,4,3,4,4,4,1,1,1,2,4,3,3,4,1,3,4,3,6,1,3,2,2,3,4,4,4,1,4,1,4,2,1,3,1,2,3,3,3,4,4,4,3,3,2,4,4,4,4,4,1,3,1,3,1,2,2,2,2,2,2,3,1,3,3,3,2,2,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,7,7,2
5,EM 2,11/09/2015,13,Masculino,Evangélica,Moreno,11,3,1,2,1,4,3,3,2,4,4,2,1,1,1,4,1,4,4,3,4,3,4,8,1,4,1,2,4,2,3,1,2,2,2,1,1,2,3,2,3,4,4,4,3,3,1,1,2,1,1,2,4,3,4,3,1,4,4,1,1,2,3,1,2,1,4,1,4,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,4,7
